file,gt,angry_before,disgust_before,fear_before,happy_before,sadness_before,surprise_before,neutral_before,dominant_emotion_before,angry_after,disgust_after,fear_after,happy_after,sadness_after,surprise_after,neutral_after,dominant_emotion_after
angry\angry_6983.jpg,angry,0.7863,0.0001,0.0199,0.0713,0.0005,0.1208,0.0012,angry,0.9794,0.0,0.006,0.003,0.0001,0.0115,0.0001,angry
angry\angry_7201.jpg,angry,0.9974,0.0001,0.0007,0.0006,0.0,0.0011,0.0,angry,0.9998,0.0,0.0,0.0,0.0,0.0002,0.0,angry
angry\angry_7278.jpg,angry,0.9878,0.0004,0.0014,0.0097,0.0001,0.0005,0.0,angry,0.992,0.0001,0.0062,0.0012,0.0001,0.0003,0.0,angry
angry\angry_7413.jpg,angry,0.6081,0.0,0.0008,0.0015,0.0247,0.0016,0.3632,angry,0.8028,0.0,0.0004,0.0,0.0279,0.0005,0.1684,angry
angry\angry_7637.jpg,angry,0.6267,0.0001,0.0767,0.1097,0.0003,0.1863,0.0002,angry,0.9682,0.0004,0.0148,0.0063,0.0003,0.0099,0.0001,angry
disgust\disgust_0356.jpg,disgust,0.1696,0.814,0.0002,0.0154,0.0003,0.0003,0.0002,disgust,0.3613,0.6011,0.002,0.0331,0.0007,0.0008,0.001,disgust
disgust\disgust_0811.jpg,disgust,0.0068,0.9724,0.006,0.0002,0.0141,0.0001,0.0003,disgust,0.0006,0.8305,0.0841,0.0,0.0839,0.0001,0.0007,disgust
disgust\disgust_0965.jpg,disgust,0.0504,0.5459,0.0851,0.0022,0.2715,0.0217,0.0232,disgust,0.0583,0.1296,0.0255,0.0004,0.7728,0.0021,0.0113,sad
disgust\disgust_1071.jpg,disgust,0.0052,0.932,0.0403,0.0005,0.0119,0.0079,0.0023,disgust,0.3133,0.4117,0.2587,0.0007,0.0046,0.009,0.002,disgust
disgust\disgust_1116.jpg,disgust,0.2171,0.7121,0.0015,0.0161,0.0052,0.0054,0.0427,disgust,0.9402,0.0006,0.0011,0.0003,0.0015,0.0432,0.013,angry
disgust\disgust_1419.jpg,disgust,0.0117,0.7772,0.0781,0.001,0.0901,0.0025,0.0395,disgust,0.0093,0.0009,0.0076,0.0023,0.9564,0.0008,0.0227,sad
disgust\disgust_1483.jpg,disgust,0.1222,0.7854,0.0053,0.0043,0.0219,0.004,0.057,disgust,0.4901,0.0883,0.0379,0.0003,0.3359,0.0157,0.0319,angry
disgust\disgust_1503.jpg,disgust,0.3476,0.3894,0.0269,0.0031,0.1964,0.0068,0.0298,disgust,0.0694,0.5479,0.0251,0.0074,0.2965,0.0058,0.0478,disgust
disgust\disgust_2270.jpg,disgust,0.0223,0.9638,0.0048,0.0004,0.0056,0.0018,0.0013,disgust,0.1425,0.7418,0.0162,0.0006,0.0883,0.0038,0.0068,disgust
disgust\disgust_2502.jpg,disgust,0.1179,0.8808,0.0002,0.0007,0.0001,0.0001,0.0002,disgust,0.82,0.1678,0.0059,0.003,0.001,0.0008,0.0015,angry
disgust\disgust_2741.jpg,disgust,0.0969,0.8946,0.0006,0.0005,0.0018,0.0031,0.0024,disgust,0.0527,0.9341,0.0051,0.0006,0.0034,0.0022,0.002,disgust
disgust\disgust_2888.jpg,disgust,0.1223,0.8113,0.0351,0.0004,0.0124,0.003,0.0155,disgust,0.7007,0.0063,0.1775,0.0001,0.027,0.0561,0.0322,angry
disgust\disgust_2903.jpg,disgust,0.1043,0.7362,0.0455,0.0025,0.0774,0.0152,0.0189,disgust,0.0038,0.0007,0.5582,0.0003,0.4248,0.0089,0.0034,fear
disgust\disgust_3007.jpg,disgust,0.0216,0.9606,0.0001,0.0012,0.0067,0.0008,0.0089,disgust,0.2589,0.3877,0.0006,0.0026,0.1742,0.0016,0.1743,disgust
disgust\disgust_3329.jpg,disgust,0.032,0.8339,0.0036,0.1166,0.0064,0.0012,0.0063,disgust,0.9366,0.0038,0.0016,0.0018,0.036,0.0001,0.0202,angry
disgust\disgust_3356.jpg,disgust,0.0146,0.9043,0.0021,0.0771,0.0006,0.0003,0.001,disgust,0.8616,0.0821,0.0407,0.0022,0.0107,0.001,0.0017,angry
disgust\disgust_3424.jpg,disgust,0.0301,0.729,0.0179,0.1191,0.0655,0.0289,0.0095,disgust,0.0818,0.6203,0.0081,0.1717,0.0795,0.0171,0.0215,disgust
fear\fear_0247.jpg,fear,0.0221,0.0003,0.9518,0.0,0.0011,0.0243,0.0003,fear,0.0095,0.0002,0.6041,0.0001,0.012,0.3719,0.0022,fear
fear\fear_1014.jpg,fear,0.1558,0.0003,0.8133,0.0,0.001,0.0291,0.0005,fear,0.0122,0.0004,0.8319,0.0001,0.0085,0.1452,0.0016,fear
fear\fear_1256.jpg,fear,0.0001,0.0001,0.9917,0.0002,0.0007,0.007,0.0001,fear,0.0083,0.0013,0.323,0.1954,0.0031,0.4678,0.0011,surprise
fear\fear_1371.jpg,fear,0.0686,0.0004,0.5507,0.0004,0.2015,0.1742,0.0043,fear,0.0165,0.0006,0.256,0.0002,0.7178,0.0084,0.0006,sad
fear\fear_1767.jpg,fear,0.0027,0.0017,0.8361,0.0001,0.0734,0.0693,0.0166,fear,0.0092,0.0161,0.6512,0.0001,0.3143,0.0058,0.0034,fear
fear\fear_1845.jpg,fear,0.0527,0.0,0.8673,0.0,0.0249,0.0385,0.0165,fear,0.0437,0.0005,0.6626,0.0001,0.0708,0.1803,0.0419,fear
fear\fear_1891.jpg,fear,0.0326,0.0001,0.8516,0.0003,0.0195,0.0341,0.0618,fear,0.1908,0.0008,0.6808,0.0005,0.0385,0.018,0.0707,fear
fear\fear_2073.jpg,fear,0.0016,0.0,0.9856,0.0,0.0002,0.0122,0.0005,fear,0.0016,0.0,0.9774,0.0,0.0012,0.0189,0.0009,fear
fear\fear_2964.jpg,fear,0.0472,0.0013,0.4177,0.0006,0.1282,0.0788,0.3262,fear,0.0319,0.0062,0.0142,0.0003,0.2646,0.0512,0.6315,neutral
fear\fear_3512.jpg,fear,0.233,0.0001,0.7352,0.0026,0.0001,0.0289,0.0002,fear,0.1588,0.0,0.7775,0.0055,0.0,0.0581,0.0,fear
fear\fear_3546.jpg,fear,0.2772,0.002,0.5792,0.0003,0.1347,0.0055,0.0012,fear,0.8222,0.002,0.1327,0.0002,0.0149,0.0255,0.0025,angry
fear\fear_3808.jpg,fear,0.227,0.001,0.7501,0.0015,0.0001,0.0201,0.0001,fear,0.0571,0.0,0.9095,0.0046,0.0,0.0287,0.0,fear
fear\fear_3962.jpg,fear,0.0151,0.1845,0.6195,0.041,0.1017,0.0257,0.0124,fear,0.0001,0.0004,0.9066,0.0001,0.0924,0.0001,0.0002,fear
fear\fear_4130.jpg,fear,0.0076,0.0065,0.6967,0.1335,0.1021,0.0503,0.0034,fear,0.0001,0.0002,0.8178,0.0001,0.1815,0.0001,0.0001,fear
fear\fear_4151.jpg,fear,0.0013,0.0073,0.9858,0.0006,0.0044,0.0005,0.0002,fear,0.0036,0.2966,0.486,0.0189,0.1897,0.0019,0.0034,fear
happy\happy_0229.jpg,happy,0.0004,0.0012,0.014,0.9062,0.0093,0.0663,0.0025,happy,0.0,0.0,0.0001,0.9735,0.0252,0.0008,0.0003,happy
happy\happy_0483.jpg,happy,0.0008,0.0011,0.0081,0.9552,0.0101,0.0229,0.0018,happy,0.0008,0.0014,0.0456,0.4615,0.0022,0.4873,0.0012,surprise
happy\happy_0504.jpg,happy,0.0104,0.0002,0.0341,0.381,0.0732,0.3111,0.1899,happy,0.0011,0.0001,0.0046,0.4018,0.3528,0.0782,0.1613,happy
happy\happy_0509.jpg,happy,0.0397,0.289,0.0048,0.3848,0.0442,0.0288,0.2088,happy,0.1338,0.0559,0.0027,0.0726,0.2546,0.194,0.2864,neutral
happy\happy_0762.jpg,happy,0.0015,0.0099,0.0014,0.9764,0.0001,0.0104,0.0003,happy,0.0675,0.0158,0.0206,0.7334,0.0026,0.1463,0.0137,happy
happy\happy_0953.jpg,happy,0.0044,0.0004,0.0025,0.4725,0.0019,0.2562,0.2621,happy,0.0023,0.0011,0.0019,0.1049,0.0142,0.0089,0.8667,neutral
happy\happy_1136.jpg,happy,0.0048,0.003,0.0003,0.9158,0.0538,0.0005,0.0218,happy,0.0073,0.0019,0.0003,0.4117,0.533,0.001,0.0448,sad
happy\happy_1465.jpg,happy,0.0001,0.0006,0.0004,0.955,0.0001,0.0436,0.0002,happy,0.0004,0.0002,0.0004,0.9774,0.0013,0.0202,0.0001,happy
happy\happy_1512.jpg,happy,0.0006,0.0001,0.0002,0.9911,0.0035,0.003,0.0015,happy,0.0477,0.0053,0.0022,0.643,0.0786,0.1615,0.0617,happy
happy\happy_1524.jpg,happy,0.0006,0.0028,0.0044,0.9224,0.0036,0.0621,0.0041,happy,0.0057,0.003,0.0363,0.4979,0.0066,0.4478,0.0027,happy
happy\happy_1637.jpg,happy,0.0042,0.01,0.0397,0.9246,0.0046,0.0163,0.0006,happy,0.0019,0.0006,0.055,0.7498,0.0534,0.1355,0.0038,happy
happy\happy_1809.jpg,happy,0.0,0.0001,0.0001,0.999,0.0003,0.0006,0.0,happy,0.0082,0.0001,0.0014,0.9574,0.0021,0.0306,0.0001,happy
happy\happy_2204.jpg,happy,0.0057,0.0514,0.0018,0.8921,0.002,0.0364,0.0105,happy,0.0001,0.0006,0.0009,0.9756,0.0205,0.0016,0.0007,happy
happy\happy_2711.jpg,happy,0.0,0.0002,0.0002,0.9977,0.0001,0.0013,0.0003,happy,0.0012,0.0003,0.0021,0.9645,0.0019,0.0176,0.0125,happy
happy\happy_2735.jpg,happy,0.0006,0.0001,0.0006,0.9867,0.0002,0.0112,0.0006,happy,0.001,0.002,0.0187,0.8961,0.005,0.0769,0.0003,happy
happy\happy_2824.jpg,happy,0.0007,0.001,0.0002,0.9966,0.0002,0.0011,0.0002,happy,0.0217,0.0007,0.002,0.9568,0.0141,0.0026,0.0021,happy
happy\happy_2932.jpg,happy,0.0002,0.0003,0.0001,0.9942,0.0003,0.0011,0.0039,happy,0.0002,0.0004,0.0011,0.99,0.0011,0.0058,0.0013,happy
happy\happy_3009.jpg,happy,0.0015,0.0011,0.0067,0.7275,0.109,0.0826,0.0716,happy,0.0316,0.0054,0.0181,0.5206,0.03,0.3749,0.0194,happy
happy\happy_3075.jpg,happy,0.0342,0.0028,0.007,0.7344,0.0415,0.0517,0.1284,happy,0.0192,0.0089,0.0169,0.4156,0.0999,0.3878,0.0516,happy
happy\happy_3176.jpg,happy,0.0302,0.0692,0.0167,0.5434,0.0089,0.0783,0.2534,happy,0.0708,0.0083,0.1128,0.1433,0.0318,0.1828,0.4502,neutral
happy\happy_3466.jpg,happy,0.0009,0.0042,0.0041,0.8382,0.0009,0.149,0.0028,happy,0.0001,0.0001,0.0023,0.9474,0.0032,0.0468,0.0002,happy
happy\happy_3498.jpg,happy,0.0003,0.0002,0.0004,0.974,0.0008,0.0182,0.0062,happy,0.0032,0.0085,0.0029,0.7152,0.0109,0.1348,0.1245,happy
happy\happy_3743.jpg,happy,0.0015,0.0001,0.0017,0.9814,0.001,0.0118,0.0024,happy,0.0011,0.001,0.0054,0.971,0.0003,0.0204,0.0006,happy
happy\happy_3873.jpg,happy,0.0549,0.0049,0.0825,0.398,0.054,0.2869,0.1188,happy,0.6468,0.0016,0.2035,0.0301,0.0368,0.0405,0.0407,angry
happy\happy_3888.jpg,happy,0.0041,0.0042,0.0009,0.7835,0.1792,0.001,0.0272,happy,0.0007,0.0018,0.0006,0.2198,0.7678,0.0011,0.0082,sad
happy\happy_4184.jpg,happy,0.0001,0.0002,0.0001,0.9848,0.0116,0.0008,0.0023,happy,0.0002,0.0013,0.0011,0.8407,0.15,0.0061,0.0005,happy
happy\happy_4356.jpg,happy,0.0024,0.0077,0.0004,0.9293,0.0008,0.009,0.0505,happy,0.0003,0.0008,0.0007,0.792,0.0002,0.1958,0.0102,happy
happy\happy_4365.jpg,happy,0.0,0.0,0.0003,0.9953,0.0001,0.0042,0.0,happy,0.0001,0.0,0.002,0.9698,0.0001,0.028,0.0,happy
happy\happy_4427.jpg,happy,0.0001,0.0018,0.0,0.9897,0.008,0.0001,0.0003,happy,0.0137,0.0073,0.0008,0.3304,0.5798,0.0084,0.0596,sad
happy\happy_4494.jpg,happy,0.0017,0.0007,0.0001,0.994,0.0004,0.0013,0.0018,happy,0.1383,0.0058,0.0024,0.8227,0.0105,0.0147,0.0055,happy
happy\happy_4539.jpg,happy,0.0002,0.0003,0.0003,0.994,0.0024,0.0026,0.0001,happy,0.0001,0.0002,0.0,0.9944,0.0044,0.0007,0.0,happy
happy\happy_4575.jpg,happy,0.0005,0.0005,0.0047,0.9842,0.0015,0.0047,0.0038,happy,0.0006,0.0024,0.0101,0.9701,0.0074,0.0034,0.0059,happy
happy\happy_4586.jpg,happy,0.0257,0.0011,0.0022,0.9647,0.0044,0.0017,0.0002,happy,0.8466,0.0052,0.0023,0.1406,0.0027,0.0023,0.0002,angry
happy\happy_4621.jpg,happy,0.0007,0.0002,0.0,0.9932,0.0,0.0058,0.0,happy,0.0,0.0001,0.0,0.9356,0.0,0.0642,0.0,happy
happy\happy_4624.jpg,happy,0.0062,0.0002,0.0054,0.8198,0.0293,0.0019,0.1372,happy,0.0018,0.001,0.0004,0.898,0.0398,0.0005,0.0584,happy
happy\happy_4662.jpg,happy,0.0,0.0,0.0,0.9982,0.0014,0.0003,0.0,happy,0.0033,0.0026,0.0003,0.9731,0.0179,0.0027,0.0001,happy
happy\happy_4674.jpg,happy,0.0034,0.0041,0.0009,0.9828,0.0016,0.0051,0.0021,happy,0.0,0.0003,0.0,0.9993,0.0,0.0003,0.0,happy
happy\happy_4692.jpg,happy,0.0493,0.005,0.0672,0.2768,0.1628,0.2143,0.2247,happy,0.0103,0.005,0.01,0.3436,0.3128,0.1594,0.159,happy
happy\happy_4714.jpg,happy,0.0001,0.0006,0.0006,0.9898,0.0006,0.008,0.0002,happy,0.0,0.0,0.0,0.9993,0.0001,0.0006,0.0,happy
happy\happy_4728.jpg,happy,0.0218,0.0336,0.0105,0.8503,0.0047,0.0363,0.0429,happy,0.0004,0.009,0.0014,0.9563,0.0004,0.0307,0.0017,happy
happy\happy_4782.jpg,happy,0.001,0.0007,0.0003,0.9769,0.0002,0.0206,0.0003,happy,0.0012,0.0001,0.0001,0.9294,0.0001,0.0684,0.0007,happy
happy\happy_4806.jpg,happy,0.0004,0.002,0.0,0.9969,0.0002,0.0004,0.0001,happy,0.1762,0.0295,0.0015,0.7754,0.0124,0.0027,0.0022,happy
happy\happy_4832.jpg,happy,0.0193,0.0015,0.0013,0.9661,0.0078,0.0034,0.0006,happy,0.2392,0.0111,0.0141,0.7168,0.0082,0.0097,0.0009,happy
neutral\neutral_0078.jpg,neutral,0.0425,0.0267,0.0063,0.038,0.2564,0.0641,0.566,neutral,0.0212,0.0002,0.001,0.0,0.0675,0.7816,0.1285,surprise
neutral\neutral_0081.jpg,neutral,0.0323,0.0021,0.0147,0.1718,0.0445,0.0609,0.6736,neutral,0.1041,0.0018,0.0115,0.0159,0.0177,0.1183,0.7306,neutral
neutral\neutral_0150.jpg,neutral,0.0078,0.0001,0.0035,0.0731,0.0423,0.0088,0.8645,neutral,0.0603,0.0006,0.0074,0.007,0.1172,0.05,0.7575,neutral
neutral\neutral_0426.jpg,neutral,0.1558,0.0005,0.0138,0.0039,0.1132,0.0419,0.6709,neutral,0.1072,0.0072,0.107,0.0027,0.246,0.0891,0.4408,neutral
neutral\neutral_0763.jpg,neutral,0.0177,0.0011,0.0016,0.2546,0.0311,0.0081,0.6858,neutral,0.0136,0.0004,0.0017,0.0099,0.6206,0.0006,0.3532,sad
neutral\neutral_0801.jpg,neutral,0.1833,0.0206,0.0016,0.0082,0.2784,0.0056,0.5023,neutral,0.0136,0.0008,0.0009,0.0007,0.7339,0.002,0.2481,sad
neutral\neutral_0828.jpg,neutral,0.0033,0.0014,0.0018,0.0332,0.016,0.2705,0.6738,neutral,0.001,0.0007,0.0002,0.0012,0.1358,0.0159,0.8453,neutral
neutral\neutral_0904.jpg,neutral,0.0026,0.0003,0.0018,0.0172,0.0669,0.0048,0.9064,neutral,0.0009,0.0006,0.0024,0.0141,0.1613,0.0732,0.7475,neutral
neutral\neutral_1019.jpg,neutral,0.0063,0.0,0.0006,0.0028,0.0456,0.0003,0.9445,neutral,0.0029,0.0001,0.0006,0.0025,0.2612,0.041,0.6917,neutral
neutral\neutral_1346.jpg,neutral,0.1173,0.0004,0.0904,0.0021,0.2828,0.2107,0.2962,neutral,0.215,0.5221,0.0025,0.0952,0.0166,0.0021,0.1465,disgust
neutral\neutral_1521.jpg,neutral,0.0018,0.0016,0.0007,0.0008,0.1036,0.0203,0.8712,neutral,0.0263,0.0004,0.0064,0.0001,0.0978,0.7571,0.1117,surprise
neutral\neutral_1558.jpg,neutral,0.0044,0.0003,0.0035,0.0013,0.3952,0.1198,0.4756,neutral,0.0046,0.0004,0.0048,0.0002,0.0656,0.7946,0.1298,surprise
neutral\neutral_1681.jpg,neutral,0.0062,0.0,0.0129,0.0005,0.2777,0.2984,0.4043,neutral,0.1366,0.0001,0.0477,0.0011,0.1095,0.499,0.206,surprise
neutral\neutral_1694.jpg,neutral,0.0034,0.0,0.0008,0.0011,0.1526,0.0003,0.8418,neutral,0.0044,0.0001,0.0068,0.0,0.2065,0.0107,0.7715,neutral
neutral\neutral_1795.jpg,neutral,0.0086,0.0001,0.0005,0.0098,0.1227,0.0062,0.8519,neutral,0.0047,0.0004,0.0002,0.002,0.2571,0.0034,0.7322,neutral
neutral\neutral_2061.jpg,neutral,0.0229,0.0,0.0058,0.0079,0.0232,0.1017,0.8385,neutral,0.0167,0.0001,0.0402,0.0009,0.5665,0.0318,0.3438,sad
neutral\neutral_2101.jpg,neutral,0.3205,0.0196,0.0017,0.0048,0.0201,0.0105,0.6228,neutral,0.7943,0.0156,0.0013,0.0008,0.0286,0.0079,0.1515,angry
neutral\neutral_2273.jpg,neutral,0.0458,0.0008,0.0112,0.0576,0.2747,0.0029,0.607,neutral,0.444,0.0161,0.008,0.0034,0.1739,0.0628,0.2919,angry
neutral\neutral_2368.jpg,neutral,0.0291,0.0052,0.0124,0.068,0.124,0.2908,0.4706,neutral,0.0154,0.0017,0.1205,0.0041,0.5089,0.2814,0.068,sad
neutral\neutral_2558.jpg,neutral,0.0034,0.0001,0.0003,0.011,0.0056,0.0105,0.9691,neutral,0.0283,0.0013,0.0045,0.0019,0.0514,0.0792,0.8334,neutral
neutral\neutral_2584.jpg,neutral,0.0368,0.0001,0.1376,0.001,0.2949,0.0811,0.4484,neutral,0.0128,0.0001,0.0932,0.0004,0.0588,0.6017,0.233,surprise
neutral\neutral_2600.jpg,neutral,0.0709,0.0002,0.0003,0.1721,0.0111,0.0028,0.7426,neutral,0.0767,0.0004,0.0026,0.269,0.071,0.015,0.5654,neutral
neutral\neutral_2852.jpg,neutral,0.0268,0.0001,0.0015,0.0463,0.0176,0.0296,0.8782,neutral,0.056,0.0002,0.0023,0.001,0.0279,0.5613,0.3514,surprise
neutral\neutral_2954.jpg,neutral,0.0064,0.0018,0.0006,0.1196,0.0111,0.0046,0.8559,neutral,0.0078,0.0041,0.0018,0.1651,0.0681,0.0155,0.7376,neutral
neutral\neutral_2981.jpg,neutral,0.0112,0.0003,0.0025,0.0257,0.0415,0.0681,0.8507,neutral,0.0525,0.0001,0.0004,0.0012,0.0956,0.011,0.8392,neutral
neutral\neutral_3047.jpg,neutral,0.0333,0.0001,0.0002,0.0026,0.0637,0.002,0.8981,neutral,0.0733,0.0006,0.0001,0.0003,0.0447,0.0015,0.8795,neutral
neutral\neutral_3144.jpg,neutral,0.0078,0.0003,0.0286,0.0167,0.3033,0.0183,0.625,neutral,0.0665,0.0119,0.0685,0.0012,0.2949,0.0605,0.4965,neutral
neutral\neutral_3416.jpg,neutral,0.0072,0.0,0.0054,0.0014,0.3931,0.0343,0.5586,neutral,0.0056,0.0,0.0005,0.0006,0.7492,0.0011,0.2431,sad
neutral\neutral_3497.jpg,neutral,0.0084,0.0002,0.0035,0.0054,0.4384,0.0839,0.4603,neutral,0.0239,0.0011,0.007,0.0021,0.71,0.0788,0.1771,sad
neutral\neutral_3566.jpg,neutral,0.0518,0.0,0.0012,0.2875,0.0047,0.0558,0.5989,neutral,0.1194,0.0005,0.0023,0.007,0.0591,0.0197,0.792,neutral
neutral\neutral_3607.jpg,neutral,0.0047,0.0001,0.0002,0.0031,0.064,0.0019,0.9259,neutral,0.0062,0.0002,0.0023,0.0192,0.1337,0.0361,0.8022,neutral
neutral\neutral_3670.jpg,neutral,0.0284,0.0037,0.006,0.2859,0.0276,0.0171,0.6313,neutral,0.0031,0.0004,0.0005,0.174,0.0464,0.0012,0.7743,neutral
neutral\neutral_3873.jpg,neutral,0.1339,0.0002,0.0063,0.0002,0.3377,0.0962,0.4255,neutral,0.3773,0.0001,0.0017,0.0014,0.3244,0.0122,0.283,angry
neutral\neutral_4028.jpg,neutral,0.0048,0.0002,0.0044,0.0214,0.0654,0.0779,0.8259,neutral,0.0036,0.0003,0.0055,0.0691,0.2148,0.0298,0.6769,neutral
neutral\neutral_4199.jpg,neutral,0.0835,0.0001,0.0034,0.0676,0.0296,0.0783,0.7375,neutral,0.0151,0.0004,0.0496,0.0047,0.8498,0.0468,0.0336,sad
neutral\neutral_4372.jpg,neutral,0.0575,0.0006,0.0001,0.0644,0.037,0.0013,0.8391,neutral,0.0028,0.0,0.0001,0.017,0.3225,0.0002,0.6574,neutral
neutral\neutral_4471.jpg,neutral,0.1985,0.0005,0.0005,0.0138,0.1408,0.0002,0.6457,neutral,0.4939,0.0,0.0,0.0026,0.0638,0.0,0.4396,angry
neutral\neutral_4544.jpg,neutral,0.111,0.0003,0.0439,0.0049,0.3072,0.006,0.5267,neutral,0.0063,0.0,0.0001,0.0004,0.4979,0.0001,0.4953,sad
neutral\neutral_4550.jpg,neutral,0.0034,0.0001,0.0016,0.0074,0.0184,0.001,0.9681,neutral,0.0,0.0,0.0,0.0006,0.0201,0.0,0.9793,neutral
neutral\neutral_4569.jpg,neutral,0.0321,0.0004,0.0004,0.0287,0.2853,0.0005,0.6526,neutral,0.0178,0.0001,0.0001,0.0067,0.4868,0.0,0.4885,neutral
neutral\neutral_4730.jpg,neutral,0.1181,0.0002,0.0063,0.0004,0.0876,0.0023,0.7851,neutral,0.107,0.0005,0.003,0.0002,0.0177,0.0067,0.8649,neutral
neutral\neutral_4809.jpg,neutral,0.1798,0.0001,0.0002,0.0835,0.066,0.0001,0.6704,neutral,0.2224,0.0,0.0,0.0029,0.0407,0.0,0.734,neutral
neutral\neutral_4990.jpg,neutral,0.0114,0.0001,0.0082,0.0065,0.0862,0.0181,0.8696,neutral,0.0182,0.0036,0.0964,0.0057,0.5029,0.0389,0.3343,sad
sad\sad_0021.jpg,sad,0.0022,0.0002,0.0021,0.0003,0.9572,0.0008,0.0371,sad,0.0002,0.0002,0.0005,0.0,0.9957,0.0001,0.0033,sad
sad\sad_0024.jpg,sad,0.044,0.0001,0.0076,0.0008,0.4775,0.0205,0.4497,sad,0.0843,0.0,0.0008,0.0002,0.7102,0.006,0.1985,sad
sad\sad_0575.jpg,sad,0.365,0.0102,0.01,0.0006,0.5341,0.0253,0.0547,sad,0.0031,0.0032,0.5075,0.0001,0.4768,0.0064,0.0029,fear
sad\sad_0741.jpg,sad,0.0203,0.0051,0.2882,0.002,0.6427,0.0143,0.0273,sad,0.1249,0.0007,0.0345,0.0029,0.7813,0.0121,0.0435,sad
sad\sad_0819.jpg,sad,0.2749,0.0037,0.0042,0.0,0.6631,0.0065,0.0476,sad,0.004,0.0002,0.0003,0.0,0.9918,0.0001,0.0037,sad
sad\sad_0909.jpg,sad,0.0447,0.0003,0.0046,0.0,0.8318,0.0029,0.1157,sad,0.001,0.0002,0.0011,0.0,0.9923,0.0006,0.0048,sad
sad\sad_0929.jpg,sad,0.0006,0.0001,0.0013,0.0002,0.9967,0.0006,0.0005,sad,0.0001,0.0,0.0004,0.0,0.9994,0.0001,0.0001,sad
sad\sad_1110.jpg,sad,0.0037,0.0,0.0278,0.0007,0.5429,0.0262,0.3988,sad,0.0096,0.0001,0.0086,0.0001,0.9038,0.021,0.057,sad
sad\sad_1131.jpg,sad,0.0018,0.0011,0.0099,0.3205,0.3604,0.017,0.2894,sad,0.0005,0.0052,0.0109,0.1816,0.6831,0.022,0.0967,sad
sad\sad_1163.jpg,sad,0.0983,0.0002,0.0016,0.0001,0.84,0.0007,0.0591,sad,0.0107,0.0001,0.0003,0.0,0.9799,0.0001,0.0088,sad
sad\sad_1202.jpg,sad,0.0008,0.0001,0.0091,0.0,0.983,0.0042,0.0028,sad,0.0357,0.0007,0.0421,0.0001,0.8254,0.046,0.0501,sad
sad\sad_1369.jpg,sad,0.0009,0.0012,0.0134,0.0005,0.9826,0.0002,0.0012,sad,0.0,0.0001,0.001,0.0001,0.9988,0.0,0.0,sad
sad\sad_1396.jpg,sad,0.0004,0.0001,0.0104,0.0004,0.9801,0.0033,0.0053,sad,0.0,0.0,0.0031,0.0,0.9964,0.0002,0.0003,sad
sad\sad_1468.jpg,sad,0.0001,0.0,0.0215,0.0,0.9781,0.0001,0.0002,sad,0.0026,0.0002,0.0242,0.0001,0.9679,0.0016,0.0033,sad
