file,gt,angry_before,disgust_before,fear_before,happy_before,sadness_before,surprise_before,neutral_before,dominant_emotion_before,angry_after,disgust_after,fear_after,happy_after,sadness_after,surprise_after,neutral_after,dominant_emotion_after
angry\angry_0518.jpg,angry,0.0012,0.0019,0.8209,0.0,0.1239,0.0497,0.0024,fear,0.9352,0.0063,0.0025,0.001,0.0014,0.0514,0.0021,angry
angry\angry_0531.jpg,angry,0.005,0.0005,0.985,0.0001,0.0029,0.0053,0.0012,fear,0.2247,0.6324,0.1365,0.0009,0.0018,0.0031,0.0006,disgust
angry\angry_0544.jpg,angry,0.0272,0.0053,0.5972,0.0005,0.2406,0.1137,0.0154,fear,0.9994,0.0001,0.0002,0.0,0.0,0.0003,0.0,angry
angry\angry_0547.jpg,angry,0.0365,0.0049,0.5397,0.0002,0.369,0.0166,0.033,fear,0.9997,0.0002,0.0,0.0,0.0,0.0,0.0001,angry
angry\angry_0553.jpg,angry,0.4853,0.0017,0.0361,0.0015,0.3429,0.0028,0.1296,angry,0.9959,0.0001,0.0,0.0013,0.0007,0.0,0.0021,angry
angry\angry_0557.jpg,angry,0.1794,0.0005,0.6874,0.0005,0.0805,0.0495,0.0021,fear,0.9357,0.0,0.0246,0.0032,0.0075,0.0288,0.0002,angry
angry\angry_0572.jpg,angry,0.009,0.0002,0.9164,0.0002,0.0068,0.0662,0.0012,fear,0.9745,0.0027,0.0207,0.0002,0.0,0.0019,0.0,angry
angry\angry_0622.jpg,angry,0.2425,0.0018,0.2815,0.0007,0.3806,0.048,0.045,sad,0.9996,0.0001,0.0001,0.0,0.0001,0.0,0.0001,angry
angry\angry_0624.jpg,angry,0.0469,0.0011,0.2209,0.0,0.6124,0.0849,0.0337,sad,0.9881,0.0001,0.0004,0.0,0.0051,0.0005,0.0057,angry
angry\angry_0639.jpg,angry,0.12,0.0124,0.0472,0.0004,0.7807,0.004,0.0354,sad,0.6118,0.0037,0.0002,0.014,0.0795,0.0005,0.2903,angry
angry\angry_0656.jpg,angry,0.3607,0.1119,0.236,0.0024,0.1957,0.0388,0.0545,angry,0.9227,0.0596,0.0042,0.0014,0.0048,0.0011,0.0061,angry
angry\angry_0774.jpg,angry,0.4385,0.0563,0.0666,0.0012,0.3676,0.0081,0.0616,angry,0.9496,0.0283,0.0086,0.0,0.0103,0.0011,0.002,angry
angry\angry_0791.jpg,angry,0.119,0.0003,0.0637,0.0011,0.75,0.011,0.0549,sad,0.9887,0.0,0.0,0.0,0.0052,0.0,0.006,angry
angry\angry_0813.jpg,angry,0.0728,0.0075,0.1508,0.0001,0.6966,0.0101,0.0621,sad,0.9944,0.0002,0.0001,0.0,0.0028,0.0,0.0025,angry
angry\angry_0818.jpg,angry,0.0175,0.0006,0.8484,0.0008,0.0704,0.0271,0.0353,fear,0.9499,0.0007,0.0025,0.0001,0.0036,0.0038,0.0394,angry
angry\angry_0838.jpg,angry,0.0331,0.0093,0.6226,0.0009,0.2404,0.0647,0.0291,fear,0.9931,0.0056,0.0,0.0,0.0003,0.0001,0.0008,angry
angry\angry_0854.jpg,angry,0.0185,0.0002,0.3458,0.0,0.5795,0.0176,0.0384,sad,0.9272,0.0001,0.0009,0.0001,0.0127,0.0002,0.0588,angry
angry\angry_0888.jpg,angry,0.0067,0.0011,0.9843,0.0001,0.0016,0.0057,0.0005,fear,0.5861,0.3313,0.0754,0.0017,0.001,0.0038,0.0008,angry
angry\angry_0908.jpg,angry,0.0665,0.0005,0.0949,0.0028,0.2526,0.0984,0.4842,neutral,0.4729,0.0002,0.0009,0.0017,0.0058,0.0831,0.4354,angry
angry\angry_0911.jpg,angry,0.0019,0.0005,0.9931,0.0,0.0016,0.0022,0.0005,fear,0.4745,0.2882,0.2301,0.0018,0.001,0.004,0.0004,angry
angry\angry_0919.jpg,angry,0.0473,0.006,0.2618,0.0012,0.4077,0.2468,0.0291,sad,0.6332,0.1212,0.0178,0.0192,0.0298,0.0289,0.1499,angry
angry\angry_0952.jpg,angry,0.2714,0.213,0.2624,0.0022,0.2363,0.0069,0.0077,angry,0.8063,0.1792,0.0012,0.0073,0.0014,0.0015,0.0031,angry
angry\angry_0982.jpg,angry,0.06,0.0171,0.302,0.0014,0.5199,0.0378,0.0619,sad,0.1041,0.8799,0.0028,0.0004,0.0025,0.0029,0.0075,disgust
angry\angry_0987.jpg,angry,0.0939,0.002,0.2865,0.0001,0.5826,0.0103,0.0245,sad,0.9936,0.0,0.0,0.0,0.0016,0.0,0.0046,angry
angry\angry_1038.jpg,angry,0.0018,0.0004,0.9925,0.0001,0.0017,0.0031,0.0004,fear,0.2317,0.3748,0.3862,0.0007,0.0014,0.0047,0.0006,fear
angry\angry_1039.jpg,angry,0.0141,0.0012,0.7527,0.001,0.0808,0.1072,0.0431,fear,0.8866,0.0969,0.0009,0.001,0.0006,0.0018,0.0123,angry
angry\angry_1043.jpg,angry,0.0055,0.0003,0.8524,0.0003,0.0727,0.0637,0.0053,fear,0.6981,0.2642,0.0241,0.0053,0.0058,0.0015,0.0011,angry
angry\angry_1098.jpg,angry,0.0355,0.0005,0.6115,0.0004,0.2358,0.0491,0.0672,fear,0.8211,0.0004,0.0006,0.0002,0.0194,0.0009,0.1574,angry
angry\angry_1100.jpg,angry,0.0039,0.003,0.987,0.0,0.0028,0.0026,0.0007,fear,0.1845,0.1404,0.6666,0.0006,0.0007,0.0068,0.0004,fear
angry\angry_1184.jpg,angry,0.3464,0.2531,0.2861,0.0034,0.0855,0.0192,0.0063,angry,0.921,0.0761,0.001,0.0007,0.0009,0.0002,0.0002,angry
angry\angry_1223.jpg,angry,0.1517,0.4479,0.3285,0.0004,0.0573,0.0121,0.0021,disgust,0.9939,0.0058,0.0001,0.0,0.0,0.0,0.0,angry
angry\angry_1329.jpg,angry,0.0722,0.001,0.89,0.0009,0.0122,0.0209,0.0028,fear,0.9109,0.0511,0.0328,0.0009,0.0013,0.0022,0.0008,angry
angry\angry_1330.jpg,angry,0.0048,0.0045,0.9758,0.0004,0.0107,0.0035,0.0004,fear,0.9729,0.0024,0.019,0.0044,0.0001,0.001,0.0001,angry
angry\angry_1337.jpg,angry,0.22,0.5124,0.1779,0.0007,0.0733,0.0089,0.0069,disgust,0.9717,0.0197,0.0013,0.0056,0.0002,0.001,0.0005,angry
angry\angry_1378.jpg,angry,0.0226,0.0008,0.9583,0.0,0.0042,0.0135,0.0004,fear,0.3333,0.3141,0.3441,0.0002,0.0016,0.0058,0.0009,fear
angry\angry_1403.jpg,angry,0.0757,0.5801,0.3262,0.0007,0.0076,0.0078,0.0019,disgust,0.2023,0.7849,0.0112,0.0009,0.0001,0.0004,0.0002,disgust
angry\angry_1420.jpg,angry,0.0688,0.0178,0.7262,0.0,0.1632,0.0036,0.0203,fear,0.9999,0.0,0.0,0.0,0.0,0.0,0.0001,angry
angry\angry_1432.jpg,angry,0.0282,0.1547,0.7151,0.0006,0.053,0.0377,0.0105,fear,0.5855,0.0604,0.125,0.0059,0.0014,0.2122,0.0097,angry
angry\angry_1436.jpg,angry,0.3166,0.2155,0.2206,0.0004,0.222,0.0072,0.0178,angry,0.9963,0.0023,0.0001,0.0,0.001,0.0,0.0003,angry
angry\angry_1438.jpg,angry,0.1296,0.2374,0.2073,0.1282,0.1263,0.1517,0.0194,disgust,0.8907,0.0927,0.0011,0.0116,0.0004,0.0029,0.0006,angry
angry\angry_1480.jpg,angry,0.1834,0.0091,0.7787,0.0003,0.0237,0.0041,0.0006,fear,0.9832,0.0001,0.0158,0.0002,0.0003,0.0004,0.0,angry
angry\angry_1487.jpg,angry,0.1244,0.0007,0.1355,0.0002,0.6661,0.0086,0.0644,sad,0.9983,0.0,0.0,0.0,0.0002,0.0,0.0015,angry
angry\angry_1495.jpg,angry,0.0414,0.0137,0.756,0.0002,0.1016,0.0831,0.004,fear,0.9985,0.0004,0.0007,0.0001,0.0,0.0002,0.0,angry
angry\angry_1514.jpg,angry,0.3729,0.0042,0.0449,0.0005,0.4784,0.014,0.0852,sad,0.9737,0.0001,0.0,0.0,0.0022,0.0002,0.0238,angry
angry\angry_1543.jpg,angry,0.0269,0.0389,0.3044,0.0002,0.5884,0.032,0.0093,sad,0.9959,0.0038,0.0,0.0,0.0003,0.0,0.0,angry
angry\angry_1553.jpg,angry,0.1311,0.0005,0.2744,0.0043,0.2389,0.2032,0.1476,fear,0.9322,0.0007,0.011,0.0003,0.0125,0.0304,0.0129,angry
angry\angry_1565.jpg,angry,0.0019,0.0007,0.7607,0.0,0.148,0.0815,0.0072,fear,0.8877,0.0077,0.0159,0.0001,0.0289,0.0528,0.0069,angry
angry\angry_1614.jpg,angry,0.1047,0.0007,0.0236,0.0004,0.6735,0.0211,0.176,sad,0.0929,0.0002,0.0008,0.0001,0.6637,0.0005,0.2419,sad
angry\angry_1688.jpg,angry,0.1016,0.0059,0.2336,0.002,0.4343,0.0448,0.1777,sad,0.3886,0.0017,0.0034,0.0336,0.04,0.0176,0.5151,neutral
angry\angry_1697.jpg,angry,0.0033,0.0165,0.9588,0.0001,0.0138,0.0052,0.0024,fear,0.7428,0.0236,0.0868,0.0083,0.0009,0.1304,0.0073,angry
angry\angry_1720.jpg,angry,0.3651,0.0002,0.109,0.0008,0.3526,0.0213,0.151,angry,0.9262,0.0001,0.0009,0.0004,0.0022,0.0224,0.0478,angry
angry\angry_1727.jpg,angry,0.0053,0.007,0.6754,0.0,0.3048,0.0014,0.0061,fear,0.9658,0.0037,0.001,0.0001,0.0233,0.0001,0.006,angry
angry\angry_1736.jpg,angry,0.0573,0.0076,0.5158,0.0029,0.2953,0.07,0.0511,fear,0.7824,0.0081,0.0013,0.0041,0.0045,0.0766,0.123,angry
angry\angry_1742.jpg,angry,0.5062,0.0237,0.0653,0.0008,0.2578,0.0057,0.1405,angry,0.9498,0.0001,0.0001,0.0015,0.0027,0.0002,0.0455,angry
angry\angry_1745.jpg,angry,0.2888,0.0067,0.0445,0.0004,0.5791,0.0072,0.0733,sad,0.9878,0.0075,0.0001,0.002,0.0005,0.0,0.0021,angry
angry\angry_1777.jpg,angry,0.144,0.0025,0.0181,0.0003,0.7724,0.0058,0.0569,sad,0.9824,0.0002,0.0001,0.0,0.0072,0.0001,0.0099,angry
angry\angry_1820.jpg,angry,0.2434,0.0005,0.0569,0.0004,0.5564,0.0119,0.1306,sad,0.9977,0.0005,0.0,0.0,0.0007,0.0,0.0011,angry
angry\angry_1873.jpg,angry,0.0343,0.0097,0.7743,0.0001,0.1441,0.0125,0.0249,fear,0.9928,0.0001,0.0003,0.0001,0.0004,0.0004,0.006,angry
angry\angry_1941.jpg,angry,0.5867,0.0034,0.0421,0.0005,0.294,0.0025,0.0708,angry,0.989,0.0002,0.0,0.0041,0.0016,0.0,0.0051,angry
angry\angry_1949.jpg,angry,,,,,,,,,0.7499,0.0485,0.2,0.0001,0.0006,0.0007,0.0001,angry
angry\angry_1989.jpg,angry,0.0118,0.0083,0.6829,0.0001,0.2592,0.0228,0.0148,fear,0.9712,0.0011,0.0042,0.0001,0.0125,0.0016,0.0093,angry
angry\angry_2016.jpg,angry,0.009,0.0002,0.9164,0.0002,0.0068,0.0662,0.0012,fear,0.9745,0.0027,0.0207,0.0002,0.0,0.0019,0.0,angry
angry\angry_2080.jpg,angry,0.0074,0.0023,0.9739,0.0,0.0026,0.0134,0.0005,fear,0.4759,0.3511,0.1669,0.001,0.0018,0.0027,0.0006,angry
angry\angry_2133.jpg,angry,0.2393,0.0023,0.1098,0.0003,0.5886,0.0075,0.0522,sad,0.9601,0.0006,0.0003,0.0006,0.0074,0.0004,0.0305,angry
angry\angry_2194.jpg,angry,0.1909,0.7718,0.0264,0.0014,0.0021,0.0064,0.0011,disgust,0.9897,0.01,0.0001,0.0001,0.0,0.0,0.0,angry
angry\angry_2382.jpg,angry,0.488,0.0023,0.2159,0.0002,0.2231,0.023,0.0475,angry,0.9996,0.0001,0.0,0.0,0.0,0.0,0.0003,angry
angry\angry_2464.jpg,angry,0.0167,0.165,0.2393,0.0002,0.5414,0.0198,0.0177,sad,0.9236,0.0181,0.0013,0.0005,0.0142,0.0077,0.0346,angry
angry\angry_2472.jpg,angry,0.0325,0.001,0.4325,0.0001,0.4164,0.095,0.0226,fear,0.9914,0.0001,0.0001,0.0,0.0027,0.0001,0.0056,angry
angry\angry_2511.jpg,angry,0.3484,0.0025,0.0675,0.0003,0.4406,0.0098,0.1308,sad,0.9891,0.0,0.0001,0.0,0.0025,0.0,0.0082,angry
angry\angry_2550.jpg,angry,0.0611,0.11,0.652,0.0014,0.0851,0.034,0.0564,fear,0.8851,0.002,0.0283,0.0025,0.0008,0.0732,0.0081,angry
angry\angry_2565.jpg,angry,0.0311,0.0003,0.6594,0.0001,0.142,0.1564,0.0108,fear,0.9429,0.0002,0.0032,0.0004,0.0069,0.0224,0.024,angry
angry\angry_2573.jpg,angry,0.0148,0.0012,0.9769,0.0001,0.0035,0.0022,0.0012,fear,0.7162,0.1716,0.1085,0.0011,0.0011,0.0012,0.0003,angry
angry\angry_2584.jpg,angry,0.3469,0.0022,0.1773,0.0022,0.3478,0.0421,0.0816,sad,0.9614,0.0,0.0004,0.0,0.0253,0.0003,0.0126,angry
angry\angry_2586.jpg,angry,0.0499,0.0031,0.8674,0.0001,0.0668,0.006,0.0067,fear,0.9943,0.0001,0.0007,0.0,0.0036,0.0001,0.0012,angry
angry\angry_2610.jpg,angry,0.093,0.0013,0.4488,0.0005,0.3833,0.0243,0.0487,fear,0.9896,0.0005,0.0003,0.0,0.009,0.0,0.0006,angry
angry\angry_2617.jpg,angry,0.3252,0.266,0.3579,0.0037,0.0305,0.0102,0.0065,fear,0.9924,0.0064,0.0001,0.0008,0.0,0.0001,0.0001,angry
angry\angry_2628.jpg,angry,0.0238,0.0131,0.8953,0.0001,0.0031,0.0641,0.0005,fear,0.9713,0.0077,0.0188,0.0003,0.0001,0.0018,0.0001,angry
angry\angry_2708.jpg,angry,0.018,0.0006,0.1751,0.0,0.7995,0.002,0.0048,sad,0.9975,0.0003,0.0006,0.0,0.001,0.0001,0.0005,angry
angry\angry_2732.jpg,angry,0.1983,0.1598,0.4187,0.0095,0.1201,0.0601,0.0336,fear,0.9954,0.0031,0.0007,0.0001,0.0,0.0006,0.0001,angry
angry\angry_2735.jpg,angry,0.0664,0.0018,0.2948,0.0008,0.5371,0.0591,0.04,sad,0.993,0.0052,0.0,0.0002,0.0005,0.0,0.001,angry
angry\angry_2750.jpg,angry,0.266,0.0061,0.5157,0.0001,0.2024,0.0021,0.0076,fear,0.9822,0.0006,0.001,0.0,0.0148,0.0001,0.0012,angry
angry\angry_2756.jpg,angry,0.5449,0.0021,0.084,0.0007,0.2858,0.0061,0.0763,angry,0.9981,0.0001,0.0,0.0006,0.0004,0.0,0.0008,angry
angry\angry_2764.jpg,angry,0.0498,0.0014,0.3627,0.0001,0.5176,0.043,0.0254,sad,0.6705,0.0006,0.0291,0.0019,0.0659,0.1094,0.1227,angry
angry\angry_2770.jpg,angry,0.4039,0.0032,0.1065,0.0008,0.2643,0.0369,0.1845,angry,0.8451,0.0007,0.0019,0.0002,0.0642,0.0008,0.087,angry
angry\angry_2780.jpg,angry,0.149,0.0005,0.2308,0.0002,0.0424,0.5566,0.0205,surprise,0.948,0.0052,0.0097,0.0002,0.0047,0.0283,0.004,angry
angry\angry_2847.jpg,angry,0.0266,0.0009,0.6867,0.001,0.1222,0.1538,0.0088,fear,0.3404,0.5906,0.022,0.0074,0.0265,0.01,0.003,disgust
angry\angry_2856.jpg,angry,0.1596,0.0021,0.0721,0.0018,0.4464,0.0943,0.2237,sad,0.8691,0.0002,0.0003,0.0011,0.0136,0.0025,0.1133,angry
angry\angry_2859.jpg,angry,0.0103,0.001,0.2891,0.0001,0.677,0.0122,0.0104,sad,0.9423,0.022,0.0012,0.0001,0.0303,0.0003,0.0038,angry
angry\angry_2867.jpg,angry,0.0443,0.0009,0.1173,0.0002,0.7937,0.0075,0.036,sad,0.9764,0.0,0.0001,0.0,0.0137,0.0,0.0098,angry
angry\angry_2898.jpg,angry,0.1115,0.0008,0.2948,0.0002,0.5131,0.0101,0.0695,sad,0.977,0.0001,0.0,0.0,0.0151,0.0,0.0078,angry
angry\angry_2927.jpg,angry,0.0311,0.0003,0.6594,0.0001,0.142,0.1564,0.0108,fear,0.9429,0.0002,0.0032,0.0004,0.0069,0.0224,0.024,angry
angry\angry_2937.jpg,angry,0.6659,0.0002,0.0004,0.0014,0.0038,0.0035,0.3249,angry,0.9738,0.0,0.0,0.0002,0.0009,0.0002,0.0248,angry
angry\angry_3016.jpg,angry,0.3076,0.0048,0.3201,0.0001,0.3305,0.0066,0.0303,sad,0.9998,0.0,0.0,0.0,0.0,0.0,0.0001,angry
angry\angry_3152.jpg,angry,0.1245,0.003,0.3481,0.0006,0.3996,0.044,0.0801,sad,0.8587,0.011,0.0055,0.0001,0.0756,0.0032,0.0459,angry
angry\angry_3156.jpg,angry,0.0918,0.0024,0.205,0.0008,0.513,0.0319,0.1551,sad,0.9583,0.0,0.0001,0.0,0.0082,0.0,0.0333,angry
angry\angry_3166.jpg,angry,0.0755,0.0001,0.0169,0.0038,0.6905,0.0019,0.2113,sad,0.6469,0.0003,0.0,0.0011,0.0323,0.0,0.3194,angry
angry\angry_3211.jpg,angry,0.362,0.0365,0.3409,0.0015,0.1925,0.037,0.0296,angry,0.6315,0.3655,0.0002,0.0005,0.0007,0.0003,0.0013,angry
angry\angry_3214.jpg,angry,0.0161,0.0007,0.7275,0.0007,0.1524,0.072,0.0305,fear,0.4777,0.0059,0.0282,0.0334,0.2573,0.004,0.1934,angry
angry\angry_3251.jpg,angry,0.7653,0.0001,0.0053,0.0003,0.1834,0.0021,0.0435,angry,0.9839,0.0002,0.0002,0.0,0.0097,0.0001,0.0058,angry
angry\angry_3252.jpg,angry,0.554,0.0117,0.0328,0.0005,0.3176,0.0063,0.0771,angry,0.2534,0.0004,0.0003,0.0201,0.097,0.0003,0.6287,neutral
angry\angry_3261.jpg,angry,0.0096,0.0018,0.3498,0.0001,0.6188,0.0029,0.017,sad,0.6806,0.2476,0.0085,0.0,0.0614,0.0001,0.0018,angry
angry\angry_3262.jpg,angry,0.2644,0.0003,0.1635,0.0006,0.5032,0.0059,0.0621,sad,0.9908,0.0024,0.0004,0.0002,0.0037,0.0001,0.0025,angry
angry\angry_3298.jpg,angry,0.0955,0.0016,0.1281,0.0003,0.0339,0.7289,0.0116,surprise,0.9892,0.0048,0.0002,0.0005,0.0002,0.0036,0.0015,angry
angry\angry_3304.jpg,angry,0.2504,0.1154,0.3218,0.0013,0.0097,0.2989,0.0026,fear,0.7877,0.1657,0.0365,0.001,0.0013,0.0069,0.0009,angry
angry\angry_3352.jpg,angry,0.0345,0.0005,0.277,0.0002,0.4409,0.0257,0.2212,sad,0.9801,0.0,0.0,0.0,0.0023,0.0,0.0175,angry
angry\angry_3384.jpg,angry,0.0013,0.0005,0.9933,0.0,0.0017,0.003,0.0003,fear,0.9264,0.0292,0.039,0.0007,0.0003,0.0039,0.0004,angry
angry\angry_3390.jpg,angry,0.0047,0.0007,0.6572,0.0001,0.2817,0.0081,0.0474,fear,0.9187,0.0049,0.0149,0.009,0.0075,0.0136,0.0315,angry
angry\angry_3416.jpg,angry,0.0556,0.0142,0.8159,0.0026,0.0268,0.0799,0.0051,fear,0.9995,0.0001,0.0001,0.0001,0.0,0.0002,0.0,angry
angry\angry_3434.jpg,angry,0.1274,0.1311,0.2901,0.0002,0.4108,0.02,0.0204,sad,0.9318,0.0658,0.0006,0.0001,0.0012,0.0,0.0005,angry
angry\angry_3463.jpg,angry,0.8023,0.0117,0.1164,0.0039,0.0427,0.0207,0.0022,angry,0.9862,0.0088,0.0012,0.0008,0.0025,0.0002,0.0004,angry
angry\angry_3494.jpg,angry,0.0393,0.0024,0.9376,0.0003,0.0067,0.0116,0.0022,fear,,,,,,,,
angry\angry_3528.jpg,angry,0.3879,0.1358,0.2018,0.0005,0.1505,0.0329,0.0906,angry,,,,,,,,
angry\angry_3603.jpg,angry,0.22,0.1273,0.6044,0.0031,0.0288,0.0114,0.005,fear,0.9979,0.0014,0.0001,0.0005,0.0,0.0,0.0,angry
angry\angry_3682.jpg,angry,0.6156,0.0064,0.1688,0.0001,0.1731,0.0114,0.0247,angry,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,angry
angry\angry_3685.jpg,angry,0.0258,0.0003,0.5918,0.0002,0.2462,0.1169,0.0189,fear,0.8501,0.0379,0.008,0.0013,0.0462,0.0085,0.048,angry
angry\angry_3778.jpg,angry,0.7135,0.0049,0.0759,0.0012,0.1494,0.0056,0.0496,angry,0.9945,0.0002,0.0,0.0018,0.0016,0.0,0.002,angry
angry\angry_3781.jpg,angry,0.0227,0.0012,0.3899,0.0002,0.5449,0.0211,0.02,sad,0.9903,0.0,0.0,0.0,0.0015,0.0001,0.0081,angry
angry\angry_3809.jpg,angry,0.1087,0.0005,0.7749,0.0002,0.082,0.0299,0.0038,fear,0.9705,0.0024,0.0036,0.0013,0.0013,0.0177,0.0033,angry
angry\angry_3815.jpg,angry,0.0122,0.0403,0.8685,0.0001,0.0085,0.0679,0.0025,fear,0.8749,0.0557,0.0504,0.0002,0.0015,0.0165,0.0008,angry
angry\angry_3816.jpg,angry,0.2513,0.0018,0.0572,0.0008,0.2517,0.0905,0.3467,neutral,0.1758,0.0,0.0,0.0001,0.0242,0.0041,0.7957,neutral
angry\angry_3924.jpg,angry,0.7143,0.0018,0.1264,0.0029,0.0489,0.0178,0.0879,angry,0.9919,0.0,0.0,0.0002,0.0001,0.0001,0.0076,angry
angry\angry_3941.jpg,angry,0.0065,0.0113,0.9736,0.0001,0.0044,0.0034,0.0006,fear,0.6297,0.122,0.2375,0.0027,0.0021,0.0047,0.0013,angry
angry\angry_4002.jpg,angry,0.0489,0.0098,0.8763,0.0006,0.0187,0.0418,0.0039,fear,,,,,,,,
angry\angry_6220.jpg,angry,0.1623,0.7745,0.039,0.0001,0.0162,0.0059,0.0019,disgust,0.9668,0.0316,0.0001,0.0,0.0001,0.0002,0.0011,angry
angry\angry_6429.jpg,angry,0.0178,0.0039,0.7483,0.0004,0.1927,0.0161,0.0207,fear,0.9736,0.0149,0.0036,0.0001,0.0067,0.0004,0.0007,angry
angry\angry_6555.jpg,angry,0.0015,0.9521,0.0026,0.0,0.0427,0.0004,0.0008,disgust,0.0276,0.9521,0.0004,0.003,0.0014,0.0057,0.0097,disgust
angry\angry_6594.jpg,angry,0.7884,0.1073,0.0775,0.004,0.0169,0.0037,0.0022,angry,0.8776,0.1184,0.0005,0.0022,0.0003,0.0004,0.0005,angry
angry\angry_6617.jpg,angry,0.008,0.0001,0.9778,0.0002,0.0007,0.0125,0.0008,fear,0.8052,0.0001,0.1869,0.0001,0.0,0.0077,0.0,angry
angry\angry_6741.jpg,angry,0.0866,0.0119,0.7544,0.0007,0.0609,0.076,0.0095,fear,0.9986,0.0006,0.0003,0.0001,0.0,0.0002,0.0001,angry
angry\angry_6747.jpg,angry,0.0538,0.0016,0.5503,0.0009,0.3229,0.0606,0.0099,fear,0.996,0.0029,0.0002,0.0001,0.0004,0.0002,0.0004,angry
disgust\disgust_0018.jpg,disgust,0.0126,0.0097,0.6834,0.0002,0.2347,0.0479,0.0115,fear,0.4023,0.5872,0.0011,0.0006,0.0064,0.0009,0.0015,disgust
disgust\disgust_0025.jpg,disgust,0.1071,0.1664,0.4116,0.0022,0.1818,0.0687,0.0621,fear,0.8719,0.1214,0.0024,0.0006,0.0019,0.0007,0.0013,angry
disgust\disgust_0044.jpg,disgust,0.0107,0.7932,0.1111,0.0004,0.0657,0.0161,0.0027,disgust,0.001,0.9988,0.0,0.0,0.0001,0.0,0.0001,disgust
disgust\disgust_0056.jpg,disgust,0.0229,0.5418,0.1559,0.0022,0.2093,0.0266,0.0413,disgust,0.9539,0.019,0.0005,0.0013,0.0051,0.0007,0.0194,angry
